date_buy,date_sell,price_buy,price_sell,income,income_total
2017-02-09,2017-02-16,13.620422231796644,13.360404997845757,-1.9090247682915369,-1.9090247682915369
2017-02-20,2017-02-27,13.780267126238693,13.480396380870316,-2.1760880440220207,-4.085112812313557
