date_buy,date_sell,price_buy,price_sell,income,income_total
2017-02-09,2017-02-15,15.300783801436973,15.080666231221425,-1.4386032315212207,-1.4386032315212207
2017-03-07,2017-03-10,15.6009144350098,15.280862181580666,-2.051496755285762,-3.490099986806983
