date_buy,date_sell,price_buy,price_sell,income,income_total
2017-02-06,2017-02-14,10.359739762724836,10.289705319556065,-0.6760251200591154,-0.6760251200591154
2017-02-24,2017-02-28,10.479716800612323,10.299655568312286,-1.7181879599028516,-2.394213079961967
