date_buy,date_sell,price_buy,price_sell,income,income_total
2016-02-16,2016-02-26,6.382328516857668,6.06518850689254,-4.969032996773243,-4.969032996773243
2016-03-17,2016-03-24,6.243647234678625,6.441870121242322,3.1747931795813362,-1.7942398171919072
2016-04-05,2016-04-07,6.699551569506728,6.5805514034213575,-1.7762407655312678,-3.5704805827231745
2016-04-13,2016-04-18,6.7391629297458895,6.669822288656371,-1.0289206806895823,-4.599401263412758
2016-05-04,2016-05-10,6.3724464374688585,6.005812987875768,-5.753417516973548,-10.352818780386304
2016-05-31,2016-06-08,6.1346121906660045,6.184188672977911,0.8081437060901734,-9.544675074296132
2016-06-28,2016-06-30,6.239993356585286,6.21001494768311,-0.4804237310691653,-10.025098805365296
2016-07-04,2016-07-11,6.300033217073575,6.330011625975753,0.4758452514334853,-9.54925355393181
2016-07-12,2016-07-28,6.470021591097822,7.830011625975753,21.019868569668386,11.470615015736575
2016-08-11,2016-08-15,8.260006643414716,8.23002823451254,-0.3629344405682315,11.107680575168343
2016-08-26,2016-08-30,8.190084703537616,8.150058129878758,-0.4887198986058232,10.61896067656252
2016-10-10,2016-10-14,8.04002657365886,8.130044843049328,1.1196265157305605,11.738587192293078
2016-11-10,2016-11-14,8.04002657365886,8.010048164756682,-0.37286454998037855,11.365722642312699
2016-11-15,2016-11-17,8.25004152134197,8.190084703537616,-0.7267456490885541,10.638976993224146
2017-01-04,2017-01-10,7.770054808171401,7.770054808171401,0.0,10.638976993224146
2017-01-20,2017-02-03,7.950091346952332,8.080053147317724,1.6347208439964505,12.273697837220595
2017-02-07,2017-02-13,8.240076399269224,8.380086364391296,1.6991343082023966,13.972832145422993
2017-02-23,2017-02-27,8.380086364391296,8.29006809500083,-1.0741926213669128,12.89863952405608
2017-03-03,2017-03-09,8.44004318219565,8.650058129878758,2.488316032862683,15.386955556918762
