date,open,close,high,low,volume
2014-01-02,,,,,
2014-01-03,0.0,0.0,0.0,0.0,0.0
2014-01-06,0.0,0.0,0.0,0.0,0.0
2014-01-07,0.0,0.0,0.0,0.0,0.0
2014-01-08,0.0,0.0,0.0,0.0,0.0
2014-01-09,0.0,0.0,0.0,0.0,0.0
2014-01-10,-0.0219316743989878,-0.014042553191489282,-0.01719798657718119,-0.013321873657069272,-0.40801457194899815
2014-01-13,-0.007761966364812301,-0.012516184721622749,0.0,-0.0065331010452960294,0.1023076923076922
2014-01-14,-0.0008691873098654046,0.006993006993007089,-0.01451131028595809,-0.0013152126260412846,0.048150732728541534
2014-01-15,0.0034797738147021033,0.001302083333333259,0.0069294066695539955,0.0021949078138716605,-0.03861517976031959
2014-01-16,0.009969657563935865,0.0,0.0030107526881719693,0.0048182216381953405,0.9245152354570638
2014-01-17,-0.011158798283261715,0.0,-0.010720411663807885,-0.02136006974716653,-0.128463476070529
2014-01-20,0.001302083333333259,-0.01040312093628093,0.0,-0.0013363028953229386,-0.2939719240297275
2014-01-21,-0.00910273081924573,0.007884362680683488,-0.002600780234070177,0.005798394290811748,0.07660818713450301
2014-01-22,0.015748031496062964,0.015645371577575062,0.015645371577575062,0.017294900221729526,1.6958174904942966
2014-01-23,0.004306632213608941,-0.009841677364142098,0.0055626872058194285,0.0021795989537924947,-0.6276445698166432
2014-01-24,-0.005574614065180007,0.012532411408815893,0.006808510638297793,-0.002174858634188759,1.434523809523809
2014-01-27,0.007761966364812522,0.0008536064874093974,0.0076077768385460764,0.0021795989537924947,-0.1940431206934874
2014-01-28,0.004706889174154849,-0.005543710021322146,-0.0033557046979866283,0.0034797738147021033,-0.3201875344732488
2014-01-29,-0.0055366269165249005,0.00771869639794187,-0.008838383838383757,0.005201560468140354,0.5079107505070994
2014-01-30,-0.0021413276231262435,-0.0021276595744680327,0.001273885350318471,-0.004312203536006809,-0.1103040086090934
2014-02-07,0.0055793991416308595,0.01876332622601251,0.019508057675996504,0.01212646167171938,1.2035077109162384
2014-02-10,0.02304737516005106,0.006278777731268281,0.017470881863560942,0.014548566538296948,0.1910251132153149
2014-02-11,0.009595327492699202,0.0033277870216306127,-0.0012264922322159366,0.011809363137916584,-0.2343587970964397
2014-02-12,-0.0020661157024792765,0.03316749585406309,0.02947196070405234,0.006669445602334401,0.17742663656884886
2014-02-13,0.035196687370600444,-0.02166934189406089,-0.0059642147117296975,0.008281573498964745,-0.4061860940695297
2014-02-14,-0.023600000000000062,0.02091878589007368,0.005199999999999871,0.0024640657084187283,-0.057253551442100765
2014-02-17,0.022122081114297483,0.009642426677380469,0.018304814962196717,0.01966407210159771,0.8853881278538813
2014-02-18,0.0008016032064126487,-0.0011937922801432688,-0.008206330597889777,-0.002008838891120912,-0.5710825865827076
2014-02-19,0.005206247496996275,-0.010358565737051741,-0.0047281323877070855,-0.006038647342995196,0.32439299830604185
2014-02-20,-0.009163346613545677,-0.010064412238325215,-0.0051464766429136785,-0.004050222762251865,-0.25069281603069704
2014-02-21,-0.012464817048653098,0.0008133387555915307,-0.02069239952248314,-0.015046766978446537,-0.1871977240398293
2014-02-24,-0.006107491856677583,-0.000812677773262771,0.002031694433157316,0.0,-0.15820791039551976
2014-02-25,0.006145022531749422,-0.008540056933712847,0.012570965125709543,-0.03592072667217183,1.4977130977130977
2014-02-26,-0.01669381107491852,0.003281378178835004,-0.017621145374449143,0.006423982869379064,-0.52688530048277
2014-02-27,0.015734989648033215,-0.008585445625511223,0.005299633102323621,0.02765957446808498,0.05946516537649549
2014-02-28,-0.01997554015491254,-0.011546391752577323,-0.017842660178426617,-0.02898550724637672,0.6283626702092329
2014-03-03,-0.009567387687188122,-0.002085940759282368,-0.008257638315441795,0.002132196162046851,0.12788088925147867
