code,name,.,涨幅,现价,涨跌,买价,卖价,总手,总金额,现手,1分钟涨速,涨速,实体涨幅,现均差%,换手,委比%,总市值,流通市值,流通比例,内盘,外盘,内外比,备注,利空,利好,主力净量,量比,TTM市盈率,净利润?,市净率,每股盈利,细分行业,所属行业,昨收,开盘,开盘涨幅,最高,最低,5日涨幅,10日涨幅,20日涨幅,年初至今,振幅,买量,卖量,笔数,贡献度,机构动向,异动类型,总股本,流通股本,利润总额,净利润增长率,每股净资产,金叉个数,散户数量,自选时间,自选价格,自选收益
SH600345,长江通信,--,-1.82%,14.58,-0.27,14.57,14.58,1174359,17305011,47400--,-0.14%,-0.14%,-3.06%,-1.05,0.59%,-57.33,2886840000,2886840000,100.00%,770837,403522,1.91,--,无,无,-0.01,0.73,31.32,74604755,1.39,0.38,其他通信设备,通信设备,14.85,15.04,1.28%,15.07,14.53,-5.20%,-7.07%,-10.55%,-12.38%,3.64%,3900,29000,3466,0,-5.24,--,198000000,198000000,74604755亿,0.96%,10.51,4,0,--,--,--
SZ301032,新柴股份,--,-1.82%,7.55,-0.14,7.55,7.56,1045775,7967425,9500--,-0.26%,-0.26%,-2.58%,-0.89,1.13%,14.95,1820557200,696890670,38.28%,550824,494951,1.11,--,无,无,-0.16,1.43,36.69,11566143,1.72,0.05,其他通用设备,通用设备,7.69,7.75,0.78%,7.79,7.5,-6.09%,-9.25%,-11.80%,-40.60%,3.77%,9000,1839,2227,--,-100,--,241133400,92303400,6904485亿,-72.17%,4.4,4,10.17,--,--,--
SZ300123,亚光科技,--,-1.82%,5.39,-0.1,5.39,5.4,8595798,47082747,197600--,-0.19%,-0.19%,-3.58%,-1.59,0.87%,22.31,5431130100,5323577600,98.02%,4562732,4033066,1.13,--,有,有,-0.08,0.75,,-98677431,1.43,-0.1,军工电子,国防军工,5.49,5.59,1.82%,5.6,5.34,-10.02%,-9.72%,-13.76%,-40.57%,4.74%,7500,95600,13955,--,-29.97,--,1007630820,987676740,-88512211亿,-296.80%,3.78,5,6.24,--,--,--
SH600300,维维股份,--,-1.82%,3.23,-0.06,3.23,3.24,14242601,46450972,375400--,-0.31%,-0.31%,-2.12%,-0.95,0.88%,33.03,5223369200,5223369200,100.00%,9172925,5069676,1.81,--,无,无,0.04,0.85,28.67,49685934,1.79,0.03,软饮料,饮料制造,3.29,3.3,0.30%,3.32,3.2,-5.00%,-9.27%,-9.27%,-21.60%,3.65%,504700,136900,9998,-0.01,11.39,--,1617142200,1617142200,77013280亿,-45.28%,1.8,3,-6.17,--,--,--
SH600336,澳柯玛,--,-1.82%,5.92,-0.11,5.91,5.92,20220908,119328922,191800--,0.17%,0.17%,-1.00%,0.31,2.56%,39.6,4725140800,4682227900,99.09%,11973876,8247032,1.45,--,无,无,-0.12,2.02,25.73,112200683,1.94,0.141,冰洗,白色家电,6.03,5.98,-0.83%,6.1,5.78,3.68%,-0.17%,-4.05%,-16.15%,5.31%,81712,17134,18453,-0.01,-28.86,--,798165670,790916870,150625570亿,3.07%,3.05,0,4.16,--,--,--
SZ300746,汉嘉设计,--,-1.83%,9.14,-0.17,9.13,9.14,1473700,13622083,16900--,0.00%,0.00%,-2.77%,-1.11,0.68%,-12.44,2063248300,1966867600,95.33%,897550,576150,1.56,--,无,无,-0.04,1.17,41.35,29731019,1.58,0.132,工程咨询服务,建筑装饰,9.31,9.4,0.97%,9.53,9.11,-6.35%,-10.65%,-14.90%,-33.32%,4.51%,11800,18800,3393,--,-37.67,--,225738330,215193390,33963899亿,-62.86%,5.8,5,4.04,--,--,--
SZ002060,粤 水 电,--,-1.83%,6.45,-0.12,6.45,6.46,18438817,120812782,497600--,0.00%,0.00%,-2.57%,-1.55,1.53%,54.97,7754590300,7752281500,99.97%,10440147,7998670,1.31,--,无,有,-0.02,0.91,21.94,184476710,2.09,0.153,电能综合服务,电力,6.57,6.62,0.76%,6.66,6.42,-10.91%,-15.47%,-13.31%,17.87%,3.65%,123500,49500,12173,--,-3.89,--,1202262060,1201904110,259747050亿,16.02%,3.08,6,2.52,--,--,--
SH600277,亿利洁能,--,-1.83%,4.3,-0.08,4.29,4.3,32828271,143104020,575300--,0.00%,0.00%,-2.93%,-1.35,0.92%,-13.2,15310675000,15310675000,100.00%,19243370,13584901,1.42,--,无,无,-0.18,1.13,17.05,563187110,0.902,0.158,氯碱,化学原料,4.38,4.43,1.14%,4.46,4.29,-7.73%,-9.66%,-15.69%,-18.41%,3.88%,815170,882132,14176,-0.02,-32.16,--,3560622200,3560622200,823324470亿,20.64%,4.77,6,13.01,--,--,--
SZ301107,瑜欣电子,--,-1.83%,27.88,-0.52,27.87,27.89,492080,13909354,19600↓,0.18%,0.18%,-2.52%,-1.36,2.68%,11.65,2046392000,512155600,25.03%,283570,208510,1.36,--,无,无,-0.12,1.27,25.37,38227161,2.34,0.66,其他通用设备,通用设备,28.4,28.6,0.70%,28.71,27.82,-7.96%,-11.49%,-15.13%,8.74%,3.13%,500,1700,1364,--,-23.11,--,73400000,18370000,42222393亿,-3.64%,11.93,5,58.92,--,--,--
SH603656,泰禾智能,--,-1.83%,11.25,-0.21,11.24,11.25,1258900,14281664,20600--,0.00%,0.00%,-2.00%,-0.83,0.83%,-10.39,1721256800,1710513000,99.38%,751900,507000,1.48,--,无,无,0.03,0.86,33.58,14070528,1.78,0.092,其他专用设备,专用设备,11.46,11.48,0.17%,11.63,11.16,-7.48%,-5.22%,-7.64%,-8.83%,4.10%,2600,11700,2682,0,31.6,--,153000600,152045600,14083378亿,1057%,6.31,2,-3.09,--,--,--
SH603810,丰山集团,--,-1.83%,14.45,-0.27,14.45,14.46,7177124,104813167,121620--,0.56%,0.56%,-3.73%,-1.04,4.47%,-41.54,2345146600,2321982000,99.01%,3884234,3292890,1.18,--,无,无,-0.17,0.45,22.1,74254972,1.6,0.458,农药,化学制品,14.72,15.01,1.97%,15.1,14.32,-15.15%,-9.18%,-0.07%,7.57%,5.30%,17280,600,15987,0,-32.19,--,162293880,160690800,86446114亿,-10.39%,9.04,2,19.56,--,--,--
SH600966,博汇纸业,--,-1.84%,6.95,-0.13,6.95,6.96,4950402,34943207,71702--,-0.14%,-0.14%,-2.66%,-1.53,0.37%,-2.51,9291067800,9291067800,100.00%,2836365,2114037,1.34,--,无,无,-0.04,1.14,14.89,432466770,1.34,0.334,造纸,造纸,7.08,7.14,0.85%,7.21,6.94,-2.52%,-5.70%,-4.79%,-30.98%,3.81%,9598,14000,8640,-0.01,-46.82,--,1336844290,1336844290,606422960亿,-71.44%,5.19,4,1.29,--,--,--
SZ002554,惠博普,--,-1.84%,3.74,-0.07,3.73,3.74,47215902,179760940,556000--,0.00%,0.00%,-2.35%,-1.76,5.53%,3.32,5037248100,3193415500,63.40%,27254247,19961655,1.37,--,无,有,-0.24,1.02,60.25,80439750,2.07,0.06,油服工程,油气开采及服务,3.81,3.83,0.52%,3.93,3.7,-10.53%,-10.95%,-21.43%,-1.66%,6.04%,160900,317700,26349,--,-9.77,--,1346857800,853854400,95624956亿,-6.50%,1.8,4,-18.89,--,--,--
SH603500,祥和实业,--,-1.84%,12.82,-0.24,12.82,12.83,966635,12482618,38348--,0.16%,0.16%,-1.91%,-0.72,0.39%,14.07,3147935300,3147935300,100.00%,602474,364161,1.65,--,无,无,-0.08,0.99,48.99,32635454,3.59,0.13,轨交设备,非汽车交运,13.06,13.07,0.08%,13.19,12.72,-5.80%,-4.26%,-0.39%,44.04%,3.60%,5352,3200,1804,0,-77.49,--,245548780,245548780,42300484亿,4.84%,3.57,2,8.73,--,--,--
SZ002286,保龄宝,--,-1.84%,9.08,-0.17,9.08,9.09,3376900,31049063,128100--,0.00%,0.00%,-3.30%,-1.24,0.91%,64.15,3376960100,3352844500,99.29%,2084500,1292400,1.61,--,无,无,-0.02,0.95,14.83,90752005,1.8,0.24,其他农产品加工,农产品加工,9.25,9.39,1.51%,9.4,9.03,-6.30%,-10.10%,-18.35%,-32.54%,4.00%,26600,9700,5062,--,-45.84,--,371911900,369256000,108744867亿,40.60%,5.04,6,1.81,--,--,--
SH601949,中国出版,--,-1.84%,4.27,-0.08,4.27,4.28,4883458,21110501,118058--,0.23%,0.24%,-2.95%,-1.22,0.27%,17.3,7782075000,7782075000,100.00%,2808479,2074979,1.35,--,无,无,0,1.12,10.87,191611100,1.01,0.105,出版,传媒,4.35,4.4,1.15%,4.43,4.26,-4.90%,-7.38%,-8.96%,-25.23%,3.91%,31542,70000,9364,-0.01,-8.15,--,1822500000,1822500000,211822330亿,-24.96%,4.23,5,0.29,--,--,--
SH600307,酒钢宏兴,--,-1.84%,1.6,-0.03,1.6,1.61,24096189,39018957,365200--,0.00%,0.00%,-2.44%,-1.18,0.38%,-46.44,10021371900,10021371900,100.00%,15977047,8119142,1.97,--,无,有,-0.03,0.92,,-42614791,0.728,-0.007,普钢,钢铁,1.63,1.64,0.61%,1.65,1.6,-5.33%,-9.09%,-9.09%,-27.27%,3.07%,1401727,1975400,8854,-0.01,-7.5,--,6263357400,6263357400,7624626亿,-102.20%,2.2,4,2.61,--,--,--
SZ002483,润邦股份,--,-1.84%,5.33,-0.1,5.32,5.33,5157880,27812438,50300--,0.00%,0.00%,-3.09%,-1.15,0.58%,34.19,5022399000,4718386800,93.95%,3327220,1830660,1.82,--,有,无,0.01,0.93,18.77,122511414,1.15,0.13,能源及重型设备,专用设备,5.43,5.5,1.29%,5.51,5.31,-4.48%,-6.33%,-12.77%,-33.62%,3.68%,75800,56500,9241,--,17.84,--,942288740,885250800,159736210亿,-40.07%,4.65,2,-1.89,--,--,--
SH601198,东兴证券,--,-1.84%,7.46,-0.14,7.45,7.46,24773088,186774790,378900--,0.13%,0.13%,-2.48%,-1.05,0.77%,52.14,24114044000,24114044000,100.00%,14473234,10299854,1.41,--,有,无,-0.09,0.48,20.18,273300540,0.924,0.085,证券,证券,7.6,7.65,0.66%,7.7,7.41,-6.40%,-7.90%,-10.23%,-34.39%,3.82%,266400,53876,23700,-0.03,-29.58,--,3232445500,3232445500,321978640亿,-62.59%,8.07,2,12.29,--,--,--
SH600906,财达证券,--,-1.84%,6.92,-0.13,6.92,6.93,12923856,90592711,432600--,0.00%,0.00%,-2.95%,-1.27,0.98%,59.67,22455400000,9082184400,40.45%,6627543,6296313,1.05,--,无,无,-0.02,1.08,45.07,248309880,2.03,0.08,证券,证券,7.05,7.13,1.13%,7.15,6.9,-5.72%,-15.71%,-15.40%,-45.34%,3.55%,30840,18300,12110,-0.03,-8.98,--,3245000000,1312454400,338195140亿,-42.32%,3.42,6,4.88,--,--,--
SH605488,福莱新材,--,-1.85%,12.76,-0.24,12.76,12.78,333150,4293585,11800--,0.31%,0.31%,-2.22%,-0.98,0.77%,63.16,2260139600,555060000,24.56%,223855,109295,2.05,--,无,无,0,0.44,25.28,36022169,2.23,0.2,膜材料,化工合成材料,13,13.05,0.38%,13.16,12.7,-7.74%,-13.20%,-12.72%,-29.46%,3.54%,30900,4000,918,0,--,--,177126930,43500000,38856282亿,-51.39%,5.71,5,0,--,--,--
SZ300915,海融科技,--,-1.85%,35.62,-0.67,35.62,35.63,412248,14918535,5750--,0.17%,0.17%,-2.68%,-1.57,1.66%,-18.31,3205800000,883465050,27.56%,231605,180643,1.28,--,无,无,-0.1,1.09,28.46,51947810,2.27,0.58,乳品,食品加工制造,36.29,36.6,0.85%,37,35.35,0.08%,-3.21%,-8.64%,-37.30%,4.55%,1250,2100,1469,--,-29.84,--,90000000,24802500,60842763亿,0.41%,15.71,1,45.26,--,--,--
SZ300758,七彩化学,--,-1.85%,11.69,-0.22,11.68,11.69,12754396,149942930,290500--,0.69%,0.69%,-3.79%,-0.56,4.03%,38.53,4795674900,3695577800,77.06%,7011729,5742667,1.22,--,无,无,-0.13,0.58,51.76,25677981,2.98,0.063,涂料油墨,化学制品,11.91,12.15,2.02%,12.15,11.49,-9.45%,10.49%,4.84%,-17.39%,5.54%,2800,5000,26522,--,-15.19,--,410237370,316131550,35156194亿,-77.28%,3.92,0,12.17,--,--,--
SH600199,金种子酒,--,-1.85%,23.38,-0.44,23.38,23.39,9828860,233807610,168231--,0.00%,0.00%,-2.38%,-1.71,1.49%,-44.51,15379290000,15379290000,100.00%,5393049,4435811,1.22,--,无,无,-0.07,0.94,,-55080217,5.73,-0.084,白酒,饮料制造,23.82,23.95,0.55%,24.24,23.38,-1.39%,-3.87%,-10.39%,38.26%,3.61%,38269,45600,24229,-0.02,-24.51,--,657796820,657796820,-47021353亿,43.63%,4.08,1,13.57,--,--,--
SZ300927,江天化学,--,-1.85%,14.32,-0.27,14.32,14.33,642816,9331403,12640--,0.00%,0.00%,-3.57%,-1.35,0.75%,-6.6,2067235200,1225015680,59.26%,430220,212596,2.02,--,无,无,0,1.14,27.72,39610168,3.37,0.274,其他化学原料,化学原料,14.59,14.85,1.78%,14.91,14.32,-5.73%,-6.89%,-8.73%,-23.29%,4.04%,4460,10300,1473,--,--,--,144360000,85545788,52033964亿,-3.07%,4.25,2,0,--,--,--
SH601326,秦港股份,--,-1.85%,2.65,-0.05,2.65,2.66,12634600,33872995,121200--,0.00%,0.00%,-2.93%,-1.15,0.27%,-15.63,14806642000,12607531400,85.15%,7620609,5013991,1.52,--,无,无,-0.02,0.74,14.08,711741140,0.888,0.13,港口,港口航运,2.7,2.73,1.11%,2.75,2.63,-7.99%,-7.67%,-6.36%,-2.72%,4.44%,127600,259200,12724,-0.02,-20.12,--,5587412000,4757559000,937042510亿,1.84%,2.98,2,0.63,--,--,--
SH603959,百利科技,--,-1.85%,12.17,-0.23,12.16,12.17,4799802,58969861,31700--,0.08%,0.08%,-1.06%,-0.93,0.98%,-83.53,5966938700,5966938700,100.00%,2085152,2714650,0.768,--,无,无,-0.3,1.41,109.6,61892719,8.39,0.13,专业工程,建筑装饰,12.4,12.3,-0.81%,12.61,12.08,-5.22%,-8.84%,-11.30%,-22.78%,4.27%,27000,7700,11777,-0.01,-48.94,--,490298990,490298990,71937826亿,68.40%,1.45,6,6.65,--,--,--
SZ002670,国盛金控,--,-1.86%,7.4,-0.14,7.39,7.4,10028230,75249106,327600--,-0.27%,-0.27%,-2.89%,-1.38,0.62%,-4.21,14319626000,12012794700,83.89%,5823956,4204274,1.39,--,有,无,-0.04,0.9,,-67991574,1.27,-0.035,证券,证券,7.54,7.62,1.06%,7.64,7.39,-5.13%,-8.87%,-11.69%,-22.92%,3.32%,49600,28100,9478,-0.09,-24.91,--,1935084700,1623350600,-35347278亿,-416.50%,5.84,4,7.82,--,--,--
SZ300034,钢研高纳,--,-1.86%,52.3,-0.99,52.26,52.3,3166925,167955630,16600--,0.10%,0.10%,-1.88%,-1.38,0.70%,73.03,25415556000,23700753000,93.25%,1744360,1422565,1.23,--,无,无,-0.03,0.84,100.4,124683145,8.53,0.261,航空装备,国防军工,53.29,53.3,0.02%,53.92,52.09,-0.91%,3.54%,17.53%,-8.96%,3.43%,500,726,12460,-0.16,-9.74,--,485957100,453169280,156448230亿,-29.22%,6.13,0,3.37,--,--,--
SZ300353,东土科技,--,-1.86%,7.92,-0.15,7.92,7.93,7644815,61613665,153300--,0.00%,0.00%,-2.82%,-1.73,1.74%,33.37,4222288100,3476300600,82.33%,4343400,3301415,1.32,--,无,无,-0.16,0.57,,-86404050,4.69,-0.162,其他通信设备,通信设备,8.07,8.15,0.99%,8.33,7.91,-15.83%,-15.02%,-7.48%,-19.59%,5.20%,15200,11200,10377,--,-28.7,--,533117180,438926850,-101633561亿,-239.90%,1.69,4,20.14,--,--,--
SZ300840,酷特智能,--,-1.86%,8.44,-0.16,8.43,8.44,2136501,18220359,18300--,0.12%,0.12%,-1.86%,-1.02,1.38%,-1.62,2025600000,1302406050,64.30%,1089951,1046550,1.04,--,无,无,-0.03,0.98,27.17,45813797,1.94,0.19,服装,服装家纺,8.6,8.6,0.00%,8.78,8.39,-5.06%,-11.06%,-11.06%,-26.91%,4.53%,11000,9400,6658,--,-21.27,--,240000000,154313510,50813685亿,40.39%,4.34,0,2.08,--,--,--
SH688189,南新制药,--,-1.86%,15.28,-0.29,15.28,15.29,2172412,33362346,15753--,0.13%,0.13%,-3.17%,-0.5,1.55%,-21.76,2994880000,2139200000,71.43%,1195706,976706,1.22,--,有,无,-0.09,1.25,,17811765,2.12,0.091,化学制剂,化学制药,15.57,15.78,1.35%,15.95,15.07,-4.08%,-10.17%,-9.05%,-39.26%,5.65%,5203,3324,4593,0,-24.84,--,196000000,140000000,2178836亿,-57.68%,7.2,1,10.14,--,--,--
SH601236,红塔证券,--,-1.86%,7.37,-0.14,7.37,7.38,11381727,85063500,377000--,-0.41%,-0.41%,-2.25%,-1.38,0.24%,21.19,34762726000,34762726000,100.00%,6728180,4653547,1.45,--,无,无,-0.01,1.08,30.08,326372590,1.5,0.07,证券,证券,7.51,7.54,0.40%,7.64,7.35,-4.78%,-10.77%,-12.88%,-37.65%,3.86%,124133,9900,17212,-0.04,-25.25,--,4716787700,4716787700,364144470亿,-56.30%,4.91,5,1.4,--,--,--
SZ301183,东田微,--,-1.86%,23.16,-0.44,23.16,23.17,1307623,30643795,500--,0.04%,0.04%,-3.42%,-1.16,6.54%,17.52,1852800000,463200000,25.00%,670652,636971,1.05,--,有,无,-0.6,1.12,33.3,23917353,2.19,0.38,光学元件,光学光电子,23.6,23.98,1.61%,24.07,22.9,-13.13%,-15.16%,-24.54%,1.05%,4.96%,5596,200,3499,--,-61.93,--,80000000,20000000,26322536亿,-36.08%,10.59,5,186.86,--,--,--
SH600548,深高速,--,-1.87%,7.88,-0.15,7.88,7.9,2092736,16642416,24900--,-0.51%,-0.51%,-1.99%,-0.9,0.15%,51.71,17184470000,11294170200,65.72%,1388138,704598,1.97,--,无,无,0.01,1.11,7.65,848549140,0.929,0.347,高速公路,公路铁路运输,8.03,8.04,0.12%,8.11,7.86,-4.37%,-6.97%,-5.74%,-15.81%,3.11%,36900,800,5572,-0.02,52.39,--,2180770300,1433270300,1071488000亿,-29.79%,8.48,4,-0.52,--,--,--
SH688096,京源环保,--,-1.87%,11.55,-0.22,11.55,11.59,300782,3516184,5152--,0.17%,0.17%,-2.12%,-1.19,0.37%,61.75,1247348030,927326400,74.34%,175481,125301,1.4,--,无,无,0,0.8,23.26,18139577,1.6,0.168,水务及水治理,环保,11.77,11.8,0.25%,11.87,11.5,-6.70%,-9.20%,-9.34%,-17.74%,3.14%,6248,200,576,0,--,--,107995500,80288000,21131724亿,-12.96%,7.2,4,0,--,--,--
SZ300955,嘉亨家化,--,-1.87%,19.9,-0.38,19.9,19.91,531287,10723919,17500--,0.25%,0.25%,-2.31%,-1.4,1.18%,42.04,2005920000,892749580,44.51%,347500,183787,1.89,--,无,无,0.07,0.7,23.19,26528208,2.12,0.26,化妆品,美容护理,20.28,20.37,0.44%,20.7,19.71,-3.63%,-7.48%,-11.44%,-38.75%,4.88%,10600,300,2218,--,45.65,--,100800000,44861788,30028703亿,-28.67%,9.38,0,-5.34,--,--,--
SZ003007,直真科技,--,-1.88%,17.27,-0.33,17.27,17.28,1674821,29279502,54100--,0.00%,0.00%,-2.65%,-1.21,4.54%,26.45,1796080000,637122370,35.47%,1099400,575421,1.91,--,无,无,0.4,0.68,,-42723827,2.37,-0.41,软件开发,计算机应用,17.6,17.74,0.80%,17.99,17.19,-8.09%,-7.30%,-8.14%,-4.06%,4.55%,22800,8200,4761,--,34.82,--,104000000,36891857,-45739739亿,30.27%,7.29,2,-38.14,--,--,--
SH603912,佳力图,--,-1.88%,9.42,-0.18,9.42,9.43,4377820,41641241,103100--,0.21%,0.21%,-2.79%,-0.96,1.44%,3.6,2861508600,2861145400,99.99%,2697430,1680390,1.61,--,无,无,0.01,0.86,55.01,20027615,3.05,0.07,制冷空调设备,通用设备,9.6,9.69,0.94%,9.74,9.34,-8.37%,-15.14%,-24.64%,-8.67%,4.17%,14100,41700,5306,0,9.16,--,303769490,303730930,22732644亿,-62.32%,3.09,6,-2.72,--,--,--
SZ300741,华宝股份,--,-1.88%,23.02,-0.44,23.02,23.03,1292395,30145859,12900--,0.04%,0.04%,-1.96%,-1.3,0.21%,-9.46,14177558000,14177492000,100.00%,748700,543695,1.38,--,无,无,-0.01,1.1,16.23,399042620,1.96,0.65,食品及饲料添加剂,化学制品,23.46,23.48,0.09%,23.96,22.9,-4.68%,-4.28%,-7.55%,-50.53%,4.52%,1000,6500,4332,-0.09,-10.13,--,615880000,615877150,487833110亿,-24.68%,11.72,1,1.45,--,--,--
SH600313,农发种业,--,-1.88%,9.41,-0.18,9.4,9.41,46826780,444474060,489100↓,0.00%,0.00%,-2.18%,-0.85,4.59%,38.33,10183489400,9592526800,94.20%,25275747,21551033,1.17,--,无,无,-0.25,0.72,117.5,46840652,6.57,0.043,种子生产,种植业与林业,9.59,9.62,0.31%,9.71,9.32,-17.53%,-11.14%,-16.95%,78.22%,4.07%,288600,133500,43058,-0.01,-18.36,--,1082198660,1019397110,105698745亿,1434%,1.43,3,38.41,--,--,--
SZ002364,中恒电气,--,-1.88%,6.79,-0.13,6.79,6.8,4844700,33144187,156100--,0.15%,0.15%,-2.44%,-0.74,0.92%,0.44,3826606100,3566769200,93.21%,3058354,1786346,1.71,--,无,无,-0.05,1.06,66.58,8475934,1.67,0.02,其他电源设备,电力设备,6.92,6.96,0.58%,6.97,6.7,-4.63%,-4.37%,-13.06%,-27.92%,3.90%,2700,29400,6261,--,-31.54,--,563564960,525297380,10387852亿,-78.97%,4.06,5,7.37,--,--,--
SH600839,四川长虹,--,-1.88%,2.61,-0.05,2.61,2.62,30944149,81352280,258200--,-0.38%,-0.38%,-1.88%,-0.71,0.67%,20.23,12048397400,12045042000,99.97%,18265322,12678827,1.44,--,有,无,-0.13,1.09,34.99,152051910,0.904,0.033,彩电,黑色家电,2.66,2.66,0.00%,2.67,2.59,-1.51%,-4.04%,-5.09%,-20.67%,3.01%,152100,281308,17273,-0.01,-26.23,--,4616244200,4614958600,513483140亿,64.62%,2.89,0,3.11,--,--,--
SH603380,易德龙,--,-1.88%,29.74,-0.57,29.68,29.74,349972,10482294,9800--,-0.20%,-0.20%,-1.95%,-0.7,0.22%,-52.79,4800143100,4771521300,99.40%,230450,119522,1.93,--,无,无,0.01,0.9,22.58,93219006,4.14,0.58,消费电子零部件及组装,消费电子,30.31,30.33,0.07%,30.56,29.6,-3.97%,-9.47%,2.09%,-21.96%,3.17%,1100,4200,1528,-0.01,100,--,161403600,160441200,115078827亿,-13.68%,7.18,3,-1.43,--,--,--
SH603499,翔港科技,--,-1.88%,6.77,-0.13,6.76,6.77,1731120,11859521,18100--,0.00%,0.00%,-4.78%,-1.17,0.86%,-57.09,1361808800,1361808800,100.00%,905950,825170,1.1,--,无,无,0,0.72,,1202185,2.43,0.006,包装,包装印刷,6.9,7.11,3.04%,7.11,6.71,-7.39%,-23.50%,-13.09%,-26.41%,5.80%,7100,42513,5092,0,5.52,--,201153440,201153440,1411016亿,114.60%,2.78,7,0,--,--,--
SH600158,中体产业,--,-1.88%,8.33,-0.16,8.32,8.33,23656515,198712020,419000--,0.12%,0.12%,-2.23%,-0.82,3.28%,-3.53,7992743800,6014929700,75.25%,14724648,8931867,1.65,--,无,无,-0.33,1.02,251.8,-56202196,3.25,-0.059,体育,其他社会服务,8.49,8.52,0.35%,8.59,8.24,0.73%,-1.42%,0.97%,-44.84%,4.12%,69600,285301,19698,-0.01,-27.34,--,959513070,722080400,-53229259亿,-70.16%,2.57,0,51.56,--,--,--
SH688590,新致软件,--,-1.88%,8.85,-0.17,8.85,8.86,1599647,14353843,36761--,0.11%,0.11%,-2.64%,-1.37,1.03%,-2.9,2094166300,1379220800,65.86%,995973,603674,1.65,--,无,无,-0.04,0.58,17.45,9147149,1.87,0.039,软件开发,计算机应用,9.02,9.09,0.78%,9.15,8.8,-14.24%,-19.76%,-15.87%,-36.58%,3.88%,1139,7511,2001,0,-21.26,--,236628960,155844160,11866222亿,-69.87%,4.73,4,5.13,--,--,--
SZ002228,合兴包装,--,-1.89%,3.12,-0.06,3.12,3.13,6379588,20031378,23800--,0.00%,0.00%,-1.89%,-0.63,0.52%,38.6,3864530300,3851850800,99.67%,4268992,2110596,2.02,--,无,无,0.04,1.13,22.19,106675506,1.12,0.09,包装,包装印刷,3.18,3.18,0.00%,3.19,3.1,-2.50%,-6.59%,-7.69%,-10.86%,2.83%,20500,66600,8380,--,19.53,--,1238631500,1234567580,95482799亿,-29.29%,2.78,2,-2.47,--,--,--
SH688579,山大地纬,--,-1.89%,7.28,-0.14,7.28,7.29,676812,4958544,2915--,0.14%,0.14%,-4.59%,-0.62,0.24%,-53.82,2912072800,2050540100,70.42%,432420,244392,1.77,--,无,无,-0.01,0.97,35.69,-12859600,2.38,-0.032,软件开发,计算机应用,7.42,7.63,2.83%,7.63,7.19,-6.19%,-9.00%,-12.39%,-43.57%,5.93%,85,1800,1338,0,-100,--,400010000,281667600,-14091727亿,-248.80%,3.06,4,1.8,--,--,--
SH600826,兰生股份,--,-1.89%,7.27,-0.14,7.27,7.28,845356,6204206,11900--,0.14%,0.14%,-1.62%,-0.93,0.20%,33.33,3873172900,3035097400,78.36%,528094,317262,1.66,--,无,无,0,0.56,278.2,-37394680,1.12,-0.07,专业服务,专业服务,7.41,7.39,-0.27%,7.45,7.25,-5.22%,-13.66%,-9.69%,-22.14%,2.70%,4000,2900,2179,0,--,--,532761060,417482450,-62681781亿,-154.40%,6.49,4,0,--,--,--
SZ002847,盐津铺子,--,-1.89%,90.29,-1.74,90.29,90.32,972624,88391215,4800--,-0.12%,-0.12%,-1.18%,-0.64,0.85%,3.31,11619328900,10351997700,89.09%,425862,546762,0.779,--,无,无,-0.16,1.1,50.31,207833800,12.41,1.03,休闲食品,食品加工制造,92.03,91.37,-0.72%,92.68,89.81,8.94%,9.46%,-4.26%,6.73%,3.12%,6500,400,6004,--,-46.33,--,128688990,114652760,134139455亿,165.00%,7.28,1,2.83,--,--,--
SZ002691,冀凯股份,--,-1.89%,4.67,-0.09,4.67,4.68,4531358,21376565,167600--,0.21%,0.22%,-2.91%,-1,1.34%,-0.12,1587800000,1584487700,99.79%,2652995,1878363,1.41,--,无,无,-0.05,0.66,212.1,977147,1.78,0.003,能源及重型设备,专用设备,4.76,4.81,1.05%,4.83,4.64,-6.97%,-10.19%,-16.01%,-7.38%,3.99%,3500,34600,4210,--,-100,--,340000000,339290740,2859453亿,-91.39%,2.62,7,6.34,--,--,--
SZ300165,天瑞仪器,--,-1.89%,4.15,-0.08,4.15,4.16,7613803,31979489,116800--,0.00%,0.00%,-1.89%,-1.19,1.98%,13.11,2062512100,1599607000,77.56%,4474902,3138901,1.43,--,无,无,-0.06,1.03,,-26401548,1.3,-0.05,仪器仪表,仪器仪表,4.23,4.23,0.00%,4.29,4.12,-5.47%,-8.39%,-12.82%,-47.86%,4.02%,25700,23300,15145,--,-12.24,--,496990870,385447460,-25971291亿,-277.40%,3.19,5,5.22,--,--,--
SH605122,四方新材,--,-1.89%,15.54,-0.3,15.54,15.58,1217783,19114857,13200--,0.26%,0.26%,-2.45%,-0.99,2.08%,27.87,2678381200,911793960,34.04%,595193,622590,0.956,--,无,无,-0.11,1.06,22.98,51432428,1.14,0.3,水泥,建筑材料,15.84,15.93,0.57%,16,15.41,-11.20%,-13.23%,-9.49%,-31.15%,3.72%,9600,1000,2627,0,-22.89,--,172354000,58674000,58068994亿,-25.17%,13.63,3,7.9,--,--,--
