date,open,close,high,low,volume
2014-01-09,5.437,5.49,5.579,5.412999999999999,1099767.0
2014-01-10,5.484,5.561,5.585,5.46,933799.0
2014-01-13,5.579,5.5489999999999995,5.596,5.513999999999999,659353.0
2014-01-14,5.555,5.555,5.5729999999999995,5.466,797102.0
2014-01-15,5.5489999999999995,5.455,5.555,5.412999999999999,776066.0
2014-01-16,5.449,5.425,5.472,5.419,672047.0
2014-01-17,5.419,5.39,5.419,5.36,660474.0
2014-01-20,5.377999999999999,5.36,5.395,5.3420000000000005,420947.0
2014-01-21,5.377999999999999,5.412999999999999,5.472,5.372000000000001,475960.0
2014-01-22,5.425,5.52,5.542999999999999,5.419,913872.0
2014-01-23,5.502000000000001,5.449,5.52,5.443,630554.0
2014-01-24,5.419,5.455,5.507999999999999,5.401,707572.0
2014-01-27,5.431,5.39,5.437,5.377999999999999,698586.0
2014-01-28,5.39,5.431,5.49,5.39,573336.0
2014-01-29,5.46,5.49,5.502000000000001,5.437,710428.0
2014-01-30,5.478,5.419,5.496,5.407,525089.0
2014-02-07,5.395,5.425,5.425,5.36,511369.0
2014-02-10,5.425,5.49,5.496,5.412999999999999,915731.0
2014-02-11,5.502000000000001,5.638,5.72,5.449,2123924.0
2014-02-12,5.614,5.614,5.697,5.579,1064493.0
2014-02-13,5.602,5.672999999999999,5.815,5.561,1977651.0
2014-02-14,5.672999999999999,5.667000000000001,5.691,5.62,805032.0
2014-02-17,5.685,5.626,5.709,5.602,1079162.0
2014-02-18,5.62,5.472,5.62,5.455,1319722.0
2014-02-19,5.466,5.608,5.655,5.437,1507297.0
2014-02-20,5.632000000000001,5.5489999999999995,5.75,5.531000000000001,1446073.0
2014-02-21,5.5489999999999995,5.49,5.5729999999999995,5.449,823125.0
2014-02-24,5.437,5.325,5.443,5.301,1352691.0
2014-02-25,5.325,5.218,5.3660000000000005,5.206,1129881.0
2014-02-26,5.206,5.23,5.254,5.183,798110.0
2014-02-27,5.26,5.2829999999999995,5.336,5.206,1125560.0
2014-02-28,5.26,5.265,5.325,5.2,754278.0
2014-03-03,5.265,5.23,5.271,5.206,813899.0
