date,open,close,high,low,volume
2014-01-09,6.318,6.388999999999999,6.481,6.297000000000001,485518.0
2014-01-10,6.367000000000001,6.388999999999999,6.459,6.3020000000000005,381197.0
2014-01-13,6.377999999999999,6.27,6.437,6.21,478875.0
2014-01-14,6.254,6.335,6.367000000000001,6.189,362427.0
2014-01-15,6.324,6.308,6.345,6.247999999999999,297988.0
2014-01-16,6.3020000000000005,6.318,6.377999999999999,6.2589999999999995,299593.0
2014-01-17,6.281000000000001,6.205,6.291,6.189,423513.0
2014-01-20,6.205,6.108,6.205,6.081,307219.0
2014-01-21,6.117999999999999,6.14,6.247999999999999,6.117999999999999,265794.0
2014-01-22,6.14,6.372999999999999,6.41,6.135,619084.0
2014-01-23,6.362,6.324,6.372999999999999,6.297000000000001,375535.0
2014-01-24,6.291,6.3020000000000005,6.382999999999999,6.254,485283.0
2014-01-27,6.247999999999999,6.156000000000001,6.2860000000000005,6.135,442997.0
2014-01-28,6.189,6.216,6.263999999999999,6.145,389683.0
2014-01-29,6.237,6.247999999999999,6.291,6.216,312104.0
2014-01-30,6.242999999999999,6.162000000000001,6.242999999999999,6.151,291413.0
2014-02-07,6.117999999999999,6.151,6.151,6.0,418757.0
2014-02-10,6.151,6.254,6.263999999999999,6.135,581226.0
2014-02-11,6.232,6.486000000000001,6.664,6.178,1310465.0
2014-02-12,6.416,6.454,6.593999999999999,6.405,694621.0
2014-02-13,6.394,6.605,6.756,6.377999999999999,1218192.0
2014-02-14,6.545,6.529,6.5889999999999995,6.4639999999999995,582339.0
2014-02-17,6.54,6.47,6.577999999999999,6.416,608921.0
2014-02-18,6.437,6.3020000000000005,6.4479999999999995,6.281000000000001,596061.0
2014-02-19,6.275,6.486000000000001,6.556,6.275,988174.0
2014-02-20,6.4479999999999995,6.356,6.621,6.351,766324.0
2014-02-21,6.388999999999999,6.27,6.4,6.2589999999999995,479996.0
2014-02-24,6.189,6.032,6.205,6.021,667820.0
2014-02-25,6.037000000000001,5.956,6.135,5.946000000000001,548387.0
2014-02-26,5.962000000000001,6.005,6.064,5.946000000000001,407937.0
2014-02-27,6.027,6.075,6.135,5.9510000000000005,555086.0
2014-02-28,6.037000000000001,6.016,6.075,5.881,446237.0
2014-03-03,5.956,5.9670000000000005,5.989,5.9079999999999995,427431.0
2014-03-04,5.94,5.935,5.956,5.837000000000001,527585.0
2014-03-05,5.886,5.7829999999999995,5.935,5.746,533016.0
2014-03-06,5.789,5.821000000000001,5.864,5.681,527382.0
2014-03-07,5.81,5.837000000000001,5.912999999999999,5.794,488654.0
2014-03-10,5.7829999999999995,5.5729999999999995,5.794,5.54,544320.0
2014-03-11,5.5729999999999995,5.535,5.6160000000000005,5.459,450789.0
2014-03-12,5.551,5.593999999999999,5.664,5.502000000000001,515107.0
2014-03-13,5.664,5.707999999999999,5.832000000000001,5.605,626625.0
2014-03-14,5.6370000000000005,5.577999999999999,5.691,5.551,450392.0
2014-03-17,5.627000000000001,5.659,5.675,5.5889999999999995,372979.0
2014-03-18,5.659,5.61,5.681,5.582999999999999,431814.0
2014-03-19,5.593999999999999,5.535,5.593999999999999,5.486000000000001,363028.0
2014-03-20,5.524,5.459,5.562,5.432,454881.0
2014-03-21,5.443,5.832000000000001,5.912999999999999,5.421,1251811.0
2014-03-24,5.821000000000001,5.832000000000001,5.9079999999999995,5.746,842538.0
2014-03-25,5.821000000000001,5.729,5.843,5.707999999999999,415754.0
2014-03-26,5.7620000000000005,5.7829999999999995,5.81,5.697,360206.0
2014-03-27,5.751,5.821000000000001,5.962000000000001,5.686,803133.0
2014-03-28,5.7829999999999995,5.827000000000001,5.9239999999999995,5.767,532649.0
2014-03-31,5.864,5.821000000000001,5.912999999999999,5.767,321130.0
2014-04-01,5.794,5.837000000000001,5.886,5.7829999999999995,281242.0
2014-04-02,5.832000000000001,5.897,5.9510000000000005,5.8,460397.0
2014-04-03,5.9239999999999995,5.821000000000001,5.956,5.816,453650.0
2014-04-04,5.7829999999999995,5.832000000000001,5.848,5.724,342090.0
2014-04-08,5.827000000000001,6.097,6.21,5.827000000000001,1342920.0
2014-04-09,6.091,6.047999999999999,6.135,6.032,557346.0
2014-04-10,6.059,6.14,6.27,6.032,770068.0
2014-04-11,6.129,6.162000000000001,6.216,6.081,593255.0
2014-04-14,6.135,6.097,6.189,6.047999999999999,421741.0
2014-04-15,6.059,5.928999999999999,6.07,5.897,534688.0
2014-04-16,5.9079999999999995,5.94,6.016,5.87,376646.0
2014-04-17,5.956,5.891,5.989,5.854,304885.0
2014-04-18,5.864,5.837000000000001,5.881,5.794,323544.0
2014-04-21,5.81,5.778,5.891,5.767,298156.0
2014-04-22,5.789,5.978,6.042999999999999,5.773,523281.0
2014-04-23,5.989,6.097,6.189,5.989,1169892.0
2014-04-24,6.172999999999999,6.07,6.189,6.01,634004.0
2014-04-25,6.07,6.081,6.227,6.005,714335.0
2014-04-28,6.081,5.962000000000001,6.097,5.9239999999999995,526045.0
2014-04-29,5.956,6.032,6.081,5.902,413621.0
2014-04-30,6.042999999999999,6.021,6.064,5.994,259596.0
2014-05-05,6.0,5.94,6.005,5.854,403270.0
2014-05-06,5.902,5.917999999999999,5.994,5.891,267770.0
2014-05-07,5.897,5.864,5.917999999999999,5.864,241910.0
2014-05-08,5.854,5.9079999999999995,6.027,5.843,379620.0
2014-05-09,5.9079999999999995,5.973,6.016,5.891,321914.0
2014-05-12,6.027,6.129,6.162000000000001,5.956,601991.0
2014-05-13,6.124,6.07,6.14,6.047999999999999,305833.0
2014-05-14,6.059,6.1129999999999995,6.183,6.059,416121.0
2014-05-15,6.108,6.047999999999999,6.135,6.027,312627.0
2014-05-16,6.047999999999999,6.091,6.129,6.042999999999999,311773.0
2014-05-19,6.091,6.091,6.097,6.021,261105.0
2014-05-20,6.081,6.075,6.129,6.037000000000001,205766.0
2014-05-21,6.053999999999999,6.124,6.151,5.989,263168.0
2014-05-22,6.124,6.156000000000001,6.3020000000000005,6.102,619141.0
2014-05-23,6.162000000000001,6.2589999999999995,6.275,6.14,415356.0
2014-05-26,6.297000000000001,6.2589999999999995,6.297000000000001,6.194,315989.0
2014-05-27,6.232,6.2589999999999995,6.324,6.216,284407.0
2014-05-28,6.254,6.27,6.2860000000000005,6.156000000000001,427037.0
2014-05-29,6.263999999999999,6.216,6.345,6.21,362238.0
2014-05-30,6.21,6.216,6.281000000000001,6.194,318773.0
2014-06-03,6.216,6.221,6.318,6.216,278113.0
2014-06-04,6.221,6.124,6.227,6.081,323889.0
2014-06-05,6.108,6.178,6.183,6.102,246291.0
2014-06-06,6.183,6.151,6.205,6.102,186435.0
2014-06-09,6.135,6.205,6.237,6.117999999999999,313522.0
2014-06-10,6.227,6.351,6.351,6.2,621982.0
