datetime,ADX,ADXR,APO,aroondown,aroonup,AROONOSC,BOP,CCI,CMO,DX,MACD,MFI,PPO,ROCP,RSI,STOCHslowk,STOCHslowd,STOCHRSIfastk,STOCHRSIfastd,TRIX,TRIX,1day,2day,3day,4day,5day
2015-08-17,0.0,0.0,0.0,0.0,0.0,0.0,-0.08000000000000099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.82515194015895,37.79422327041561,0.0,0.0,0.0,0.0,-0.03658536585365846,-0.017615176151761447,-0.0325203252032521,-0.05758807588075887,-0.10636856368563685
2015-08-18,0.0,0.0,0.0,0.0,0.0,0.0,-0.6582278481012631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.24706694271914,26.51208881967264,0.0,0.0,0.0,0.0,0.019690576652601877,0.00421940928270037,-0.021800281293952284,-0.07243319268635728,-0.0857946554149086
2015-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.8039215686274522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.680929376581616,21.584382753153236,0.0,0.0,0.0,0.0,-0.015172413793103523,-0.04068965517241385,-0.09034482758620688,-0.10344827586206895,-0.08620689655172409
2015-08-20,0.0,0.0,0.0,0.0,0.0,0.0,-0.3043478260869589,-92.02453987730058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2222222222223,20.383406180507688,0.0,0.0,0.0,0.0,-0.025910364145658282,-0.0763305322128851,-0.0896358543417366,-0.0721288515406161,-0.07703081232493003
2015-08-21,0.0,0.0,0.0,100.0,42.85714285714286,-57.142857142857146,-0.5283018867924502,-139.32584269662948,-16.58767772511849,0.8413708187973048,0.0,43.85057406253791,0.0,-0.04791238877481172,41.70616113744075,20.97069597069603,21.291282523166647,0.0,0.0,0.0,0.0,-0.05176132278936019,-0.06542056074766345,-0.04744787922358007,-0.05248023005032354,-0.02372393961178998
2015-08-24,0.0,0.0,0.0,100.0,35.714285714285715,-64.28571428571429,-0.5750000000000012,-232.00337766518942,-29.53495534339392,22.436590133679818,0.0,34.63566681651283,0.0,-0.10818120351588906,35.23252232830304,13.677795394213321,18.956904529043882,0.0,0.0,0.0,0.0,-0.014404852160727732,0.004548900682335155,-0.0007581501137225999,0.029567854435178065,0.04624715693707371
2015-08-25,0.0,0.0,0.0,100.0,28.571428571428573,-71.42857142857143,0.2272727272727276,-200.26105400554778,-32.5119687790711,28.653449474178966,0.0,31.90732939408692,0.0,-0.10034602076124555,33.74401561046446,14.730705447123404,16.459732270677584,0.0,0.0,0.0,0.0,0.019230769230769162,0.01384615384615362,0.0446153846153845,0.06153846153846154,0.09461538461538455
2015-08-26,0.0,0.0,0.0,92.85714285714286,21.42857142857143,-71.42857142857143,-0.06493506493506455,-119.14051456036206,-25.02713055105894,16.79310978068399,0.0,38.939944067461695,0.0,-0.07601115760111571,37.48643472447053,25.19855348041648,17.869018107251065,0.0,0.0,0.0,0.0,-0.005283018867924705,0.02490566037735853,0.04150943396226414,0.0739622641509432,0.07320754716981126
2015-08-27,0.0,0.0,0.0,85.71428571428572,14.285714285714286,-71.42857142857143,-0.4259259259259278,-114.64249118602278,-26.282696324295895,25.15277008929897,0.0,34.42525507442854,0.0,-0.09726027397260278,36.85865183785205,31.651794521587444,23.860351149709107,0.0,0.0,0.0,0.0,0.030349013657056334,0.047040971168437196,0.0796661608497724,0.07890743550834611,0.03186646433990914
2015-08-28,0.0,0.0,0.0,78.57142857142857,7.142857142857143,-71.42857142857143,0.4218750000000006,-71.96501031064973,-14.484178766744952,25.15277008929897,0.0,33.123048757927215,0.0,-0.09887193098871934,42.75791061662753,51.068461188254105,35.97293639675268,0.0,0.0,0.0,0.0,0.01620029455081018,0.04786450662739328,0.04712812960235646,0.0014727540500736325,0.007363770250368162
2015-08-31,0.0,0.0,0.0,71.42857142857143,0.0,-71.42857142857143,0.6499999999999981,-46.09951960995197,-8.480955813024114,21.381227943718258,0.0,28.882121385923103,0.0,-0.11368015414258177,45.759522093487945,71.49003623188413,51.4034306472419,100.0,79.70601733261883,0.0,0.0,0.031159420289855078,0.0304347826086957,-0.01449275362318847,-0.008695652173913215,-0.0028985507246377384
2015-09-01,0.0,0.0,0.0,64.28571428571429,0.0,-64.28571428571429,0.5300000000000005,-4.738015607580642,2.302386972288137,7.95146606411247,0.0,36.79811896512968,0.0,-0.04688546550569318,51.15119348614407,92.62675702811254,71.72841814941692,100.0,100.0,0.0,0.0,-0.0007027406886858101,-0.04427266338721003,-0.03865073787772311,-0.03302881236823607,-0.048489107519325336
2015-09-02,0.0,0.0,0.0,57.142857142857146,7.142857142857143,-50.0,0.5232558139534899,14.06926406926414,2.0483352986975287,6.028966693142233,0.0,44.68394326143182,0.0,-0.04435483870967746,51.024167649348776,96.75729652714915,86.95802992904862,99.11124389264614,99.70374796421538,0.0,0.0,-0.043600562587904346,-0.03797468354430389,-0.03234880450070321,-0.04781997187060483,-0.052742616033755296
2015-09-07,0.0,0.0,0.0,50.0,0.0,-50.0,-0.3899999999999997,7.597399273025078,-12.465778953777331,1.3102218669488959,0.0,38.3904227052231,0.0,-0.09030100334448152,43.767110523111334,76.73018465500301,88.70474607008826,12.023899613214615,70.37838116862025,0.0,0.0,0.00588235294117645,0.0117647058823529,-0.004411764705882448,-0.009558823529411842,-0.030147058823529416
2015-09-08,0.0,0.0,0.0,42.85714285714286,7.142857142857143,-35.714285714285715,0.36842105263157954,-30.15777910924711,-10.286120463062664,6.57787836957347,0.0,39.5596853550725,0.0,-0.07317073170731708,44.85693976846867,56.306953267916185,76.59814481668947,14.759168481900835,41.96477066258719,0.0,0.0,0.005847953216374435,-0.010233918128654929,-0.015350877192982448,-0.035818713450292305,-0.04824561403508776
2015-09-09,0.0,0.0,-0.5059808021800407,35.714285714285715,0.0,-35.714285714285715,0.1111111111111106,20.130015691549502,-8.031348944305588,3.4154492888633508,0.0,44.43715274284546,-4.146924777762784,-0.03234880450070324,45.98432552784721,38.53394065059999,57.19035952450642,30.026951428308983,18.93667317447481,0.0,0.0,-0.015988372093023284,-0.02107558139534893,-0.04142441860465118,-0.053779069767441956,-0.023982558139534982
2015-09-10,0.0,0.0,-0.49711650303411936,28.571428571428573,0.0,-28.571428571428573,-0.3214285714285725,-5.112154407928599,-13.281944752625938,1.1457778896353872,0.0,45.69173067773407,-4.086112016219563,-0.06620689655172418,43.359027623687034,32.41521918941273,42.41870436930966,0.0,14.928706636736601,0.0,0.0,-0.005169867060561328,-0.02584933530280642,-0.03840472673559825,-0.008124076809453484,-0.032496307237813826
2015-09-11,12.062778946699984,0.0,-0.43346973401125766,21.42857142857143,71.42857142857143,50.0,-0.44444444444444187,-17.178294573643463,-14.945833957905148,2.0378567518677064,0.0,46.888004248716655,-3.5757757430419685,-0.05672268907563023,42.52708302104743,24.82974910394263,31.92630298131847,0.0,10.008983809436323,0.0,0.0,-0.020786933927245732,-0.03340757238307357,-0.0029695619896066283,-0.027468448403860424,-0.02598366740905711
2015-09-14,11.809825691987154,0.0,-0.37824680206494854,14.285714285714286,64.28571428571429,50.0,-0.7567567567567561,-63.077434363576515,-21.43913869709398,8.521433380720369,0.0,48.818178436674955,-3.1309816789718683,-0.05176132278936013,39.28043065145301,12.155172413793077,23.13338023571617,0.0,-4.736951571734001e-15,0.0,46.73778855642548,-0.012888551933282866,0.0181956027293404,-0.006823351023502622,-0.005307050796057644,-0.0007581501137225999
2015-09-15,12.079451584400433,0.0,-0.35110332704049263,7.142857142857143,57.142857142857146,50.0,-0.43589743589744134,-117.36036036036072,-25.174195107106655,15.584588185773073,0.0,56.51076640436127,-2.916826755950788,-0.012888551933282887,37.41290244644667,8.997277676950931,15.327399731562236,0.0,-4.736951571734001e-15,0.0,39.27909240954065,0.03149001536098317,0.006144393241167556,0.007680491551459445,0.01228878648233489,0.018433179723502446
2015-09-16,11.505846258631166,0.0,-0.29455900888609854,0.0,50.0,50.0,0.4594594594594575,-60.93640810621991,-11.416094561753741,4.048977023630691,0.0,67.46572262876238,-2.4549617760157654,0.03307692307692297,44.29195271912313,24.125242720646284,15.092564270463456,100.0,33.33333333333333,0.0,49.759162301751715,-0.024571854058078824,-0.023082650781831693,-0.01861504095309008,-0.012658227848101222,-0.02084884586746083
